Bank,Title,Description,Published Date,URL,Sentiment,Sentiment Score
JPMorgan,Corebridge Financial Inc. Trims Position in APA Co. (NASDAQ:APA),"Corebridge Financial Inc. decreased its position in APA Co. (NASDAQ:APA – Free Report) by 7.1% during the fourth quarter, according to the company in its most recent disclosure with the SEC. The firm owned 87,541 shares of the company’s stock after selling 6,…",2025-04-02T09:10:57Z,https://www.etfdailynews.com/2025/04/02/corebridge-financial-inc-trims-position-in-apa-co-nasdaqapa/,Negative,0.4942
JPMorgan,Federal Realty Investment Trust (NYSE:FRT) Shares Sold by Corebridge Financial Inc.,"Corebridge Financial Inc. lessened its holdings in shares of Federal Realty Investment Trust (NYSE:FRT – Free Report) by 3.0% during the 4th quarter, according to its most recent disclosure with the SEC. The institutional investor owned 18,162 shares of the r…",2025-04-02T09:10:52Z,https://www.etfdailynews.com/2025/04/02/federal-realty-investment-trust-nysefrt-shares-sold-by-corebridge-financial-inc/,Neutral,0.8183
JPMorgan,"Point72's CTO takes us inside his plans for tech expansion, from AI to India","In his first interview, Ilya Gaysinskiy outlines his tech ambitions for Point72, from AI to global expansion and culture.",2025-04-02T09:07:02Z,https://www.businessinsider.com/point72-cto-ilya-gaysinskiy-tech-talent-ai-plans-hedge-fund-2025-3,Neutral,0.6811
JPMorgan,"Corebridge Financial Inc. Cuts Stock Holdings in Cactus, Inc. (NYSE:WHD)","Corebridge Financial Inc. reduced its stake in Cactus, Inc. (NYSE:WHD – Free Report) by 5.7% in the fourth quarter, according to its most recent filing with the Securities and Exchange Commission. The fund owned 35,488 shares of the company’s stock after sell…",2025-04-02T09:00:56Z,https://www.etfdailynews.com/2025/04/02/corebridge-financial-inc-cuts-stock-holdings-in-cactus-inc-nysewhd/,Neutral,0.8222
JPMorgan,"Option Care Health, Inc. (NASDAQ:OPCH) Shares Acquired by Vanguard Group Inc.","Vanguard Group Inc. boosted its position in Option Care Health, Inc. (NASDAQ:OPCH – Free Report) by 0.4% in the fourth quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The firm owned 19,315,421 shares of the …",2025-04-02T09:00:53Z,https://www.etfdailynews.com/2025/04/02/option-care-health-inc-nasdaqopch-shares-acquired-by-vanguard-group-inc/,Positive,0.6109
JPMorgan,"Vanguard Group Inc. Purchases 285,376 Shares of Fulton Financial Co. (NASDAQ:FULT)","Vanguard Group Inc. increased its holdings in Fulton Financial Co. (NASDAQ:FULT – Free Report) by 1.3% during the 4th quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The fund owned 22,383,504 shares of …",2025-04-02T09:00:49Z,https://www.etfdailynews.com/2025/04/02/vanguard-group-inc-purchases-285376-shares-of-fulton-financial-co-nasdaqfult/,Positive,0.5138
JPMorgan,"Prudential price target lowered by $2 at JPMorgan, here's why","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",2025-04-02T09:00:48Z,https://thefly.com/permalinks/entry.php/id4098674/PRU-Prudential-price-target-lowered-by--at-JPMorgan-heres-why,Neutral,0.7588
JPMorgan,"LPL Financial LLC Sells 5,166 Shares of Expeditors International of Washington, Inc. (NASDAQ:EXPD)","LPL Financial LLC lowered its holdings in Expeditors International of Washington, Inc. (NASDAQ:EXPD – Free Report) by 3.9% during the 4th quarter, HoldingsChannel.com reports. The firm owned 128,911 shares of the transportation company’s stock after selling 5…",2025-04-02T08:54:56Z,https://www.etfdailynews.com/2025/04/02/lpl-financial-llc-sells-5166-shares-of-expeditors-international-of-washington-inc-nasdaqexpd/,Neutral,0.5618
JPMorgan,Eagle Materials Inc. (NYSE:EXP) Shares Acquired by LPL Financial LLC,"LPL Financial LLC increased its stake in Eagle Materials Inc. (NYSE:EXP – Free Report) by 11.5% during the 4th quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission. The institutional investor owned 6…",2025-04-02T08:54:54Z,https://www.etfdailynews.com/2025/04/02/eagle-materials-inc-nyseexp-shares-acquired-by-lpl-financial-llc/,Positive,0.5015
JPMorgan,"KLP Kapitalforvaltning AS Makes New Investment in BlackLine, Inc. (NASDAQ:BL)","KLP Kapitalforvaltning AS bought a new stake in shares of BlackLine, Inc. (NASDAQ:BL – Free Report) in the 4th quarter, Holdings Channel.com reports. The institutional investor bought 10,700 shares of the technology company’s stock, valued at approximately $6…",2025-04-02T08:54:51Z,https://www.etfdailynews.com/2025/04/02/klp-kapitalforvaltning-as-makes-new-investment-in-blackline-inc-nasdaqbl/,Neutral,0.9149
JPMorgan,Acushnet Holdings Corp. (NYSE:GOLF) Shares Sold by Teacher Retirement System of Texas,"Teacher Retirement System of Texas lessened its stake in Acushnet Holdings Corp. (NYSE:GOLF – Free Report) by 40.3% in the 4th quarter, according to the company in its most recent Form 13F filing with the SEC. The fund owned 4,815 shares of the company’s stoc…",2025-04-02T08:47:01Z,https://www.etfdailynews.com/2025/04/02/acushnet-holdings-corp-nysegolf-shares-sold-by-teacher-retirement-system-of-texas/,Neutral,0.7892
JPMorgan,"18,100 Shares in Acadia Healthcare Company, Inc. (NASDAQ:ACHC) Acquired by KLP Kapitalforvaltning AS","KLP Kapitalforvaltning AS purchased a new stake in shares of Acadia Healthcare Company, Inc. (NASDAQ:ACHC – Free Report) in the fourth quarter, according to its most recent disclosure with the SEC. The firm purchased 18,100 shares of the company’s stock, valu…",2025-04-02T08:45:00Z,https://www.etfdailynews.com/2025/04/02/18100-shares-in-acadia-healthcare-company-inc-nasdaqachc-acquired-by-klp-kapitalforvaltning-as/,Neutral,0.9142
JPMorgan,"KLP Kapitalforvaltning AS Purchases Shares of 14,200 Cathay General Bancorp (NASDAQ:CATY)","KLP Kapitalforvaltning AS acquired a new stake in shares of Cathay General Bancorp (NASDAQ:CATY – Free Report) in the 4th quarter, Holdings Channel.com reports. The institutional investor acquired 14,200 shares of the bank’s stock, valued at approximately $67…",2025-04-02T08:44:53Z,https://www.etfdailynews.com/2025/04/02/klp-kapitalforvaltning-as-purchases-shares-of-14200-cathay-general-bancorp-nasdaqcaty/,Neutral,0.9244
JPMorgan,"KLP Kapitalforvaltning AS Makes New Investment in Intapp, Inc. (NASDAQ:INTA)","KLP Kapitalforvaltning AS acquired a new position in shares of Intapp, Inc. (NASDAQ:INTA – Free Report) in the 4th quarter, according to its most recent filing with the Securities & Exchange Commission. The fund acquired 10,500 shares of the company’s stock, …",2025-04-02T08:44:50Z,https://www.etfdailynews.com/2025/04/02/klp-kapitalforvaltning-as-makes-new-investment-in-intapp-inc-nasdaqinta/,Neutral,0.9101
JPMorgan,KLP Kapitalforvaltning AS Purchases New Stake in California Resources Co. (NYSE:CRC),"KLP Kapitalforvaltning AS acquired a new position in shares of California Resources Co. (NYSE:CRC – Free Report) in the 4th quarter, according to its most recent filing with the Securities & Exchange Commission. The fund acquired 12,900 shares of the oil and …",2025-04-02T08:44:48Z,https://www.etfdailynews.com/2025/04/02/klp-kapitalforvaltning-as-purchases-new-stake-in-california-resources-co-nysecrc/,Neutral,0.9299
JPMorgan,"JPMorgan gets more bearish on Aedifica, downgrades shares","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",2025-04-02T08:44:04Z,https://thefly.com/permalinks/entry.php/id4098660/AEDFF-JPMorgan-gets-more-bearish-on-Aedifica-downgrades-shares,Neutral,0.7588
JPMorgan,Marietta Investment Partners LLC Cuts Stake in Alphabet Inc. (NASDAQ:GOOGL),"Marietta Investment Partners LLC trimmed its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 0.8% in the fourth quarter, according to its most recent filing with the Securities and Exchange Commission (SEC). The institutional investor owned 74,433 s…",2025-04-02T08:43:00Z,https://www.etfdailynews.com/2025/04/02/marietta-investment-partners-llc-cuts-stake-in-alphabet-inc-nasdaqgoogl/,Neutral,0.8313
JPMorgan,Knights of Columbus Asset Advisors LLC Reduces Holdings in Alphabet Inc. (NASDAQ:GOOGL),"Knights of Columbus Asset Advisors LLC cut its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 8.9% in the 4th quarter, HoldingsChannel reports. The fund owned 126,627 shares of the information services provider’s stock after selling 12,309 shares duri…",2025-04-02T08:43:00Z,https://www.etfdailynews.com/2025/04/02/knights-of-columbus-asset-advisors-llc-reduces-holdings-in-alphabet-inc-nasdaqgoogl/,Neutral,0.8173
JPMorgan,Sfmg LLC Raises Stock Position in Alphabet Inc. (NASDAQ:GOOGL),"Sfmg LLC lifted its position in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 12.4% during the 4th quarter, Holdings Channel.com reports. The fund owned 21,601 shares of the information services provider’s stock after buying an additional 2,377 shar…",2025-04-02T08:42:59Z,https://www.etfdailynews.com/2025/04/02/sfmg-llc-raises-stock-position-in-alphabet-inc-nasdaqgoogl/,Positive,0.667
JPMorgan,"Sei Investments Co. Sells 22,276 Shares of Robert Half Inc. (NYSE:RHI)","Sei Investments Co. trimmed its holdings in Robert Half Inc. (NYSE:RHI – Free Report) by 22.7% in the 4th quarter, HoldingsChannel.com reports. The fund owned 75,696 shares of the business services provider’s stock after selling 22,276 shares during the quart…",2025-04-02T08:42:59Z,https://www.etfdailynews.com/2025/04/02/sei-investments-co-sells-22276-shares-of-robert-half-inc-nyserhi/,Neutral,0.7637
JPMorgan,"Sei Investments Co. Has $5.06 Million Stock Holdings in SentinelOne, Inc. (NYSE:S)","Sei Investments Co. lifted its position in SentinelOne, Inc. (NYSE:S – Free Report) by 11.0% in the fourth quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission. The fund owned 227,811 shares of the company’s stock …",2025-04-02T08:42:58Z,https://www.etfdailynews.com/2025/04/02/sei-investments-co-has-5-06-million-stock-holdings-in-sentinelone-inc-nyses/,Positive,0.5938
JPMorgan,American Century Companies Inc. Boosts Stake in Robert Half Inc. (NYSE:RHI),"American Century Companies Inc. increased its stake in Robert Half Inc. (NYSE:RHI – Free Report) by 6.4% in the 4th quarter, according to its most recent disclosure with the SEC. The institutional investor owned 197,696 shares of the business services provide…",2025-04-02T08:42:57Z,https://www.etfdailynews.com/2025/04/02/american-century-companies-inc-boosts-stake-in-robert-half-inc-nyserhi/,Neutral,0.6343
JPMorgan,"Heritage Wealth Management Inc. Buys 110 Shares of Amazon.com, Inc. (NASDAQ:AMZN)","Heritage Wealth Management Inc. grew its stake in Amazon.com, Inc. (NASDAQ:AMZN) by 1.5% during the fourth quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The institutional investor owned 7,207 shares of the e-…",2025-04-02T08:42:57Z,https://www.etfdailynews.com/2025/04/02/heritage-wealth-management-inc-buys-110-shares-of-amazon-com-inc-nasdaqamzn/,Positive,0.5737
JPMorgan,"Corebridge Financial Inc. Sells 4,531 Shares of Match Group, Inc. (NASDAQ:MTCH)","Corebridge Financial Inc. reduced its stake in shares of Match Group, Inc. (NASDAQ:MTCH – Free Report) by 7.1% during the 4th quarter, according to its most recent 13F filing with the SEC. The firm owned 59,495 shares of the technology company’s stock after s…",2025-04-02T08:39:01Z,https://www.etfdailynews.com/2025/04/02/corebridge-financial-inc-sells-4531-shares-of-match-group-inc-nasdaqmtch/,Neutral,0.8252
JPMorgan,"Corebridge Financial Inc. Sells 2,266 Shares of Axos Financial, Inc. (NYSE:AX)","Corebridge Financial Inc. lessened its position in Axos Financial, Inc. (NYSE:AX – Free Report) by 7.2% during the 4th quarter, according to its most recent filing with the Securities and Exchange Commission (SEC). The firm owned 29,081 shares of the company’…",2025-04-02T08:39:00Z,https://www.etfdailynews.com/2025/04/02/corebridge-financial-inc-sells-2266-shares-of-axos-financial-inc-nyseax/,Neutral,0.6945
JPMorgan,"Corebridge Financial Inc. Trims Position in Kratos Defense & Security Solutions, Inc. (NASDAQ:KTOS)","Corebridge Financial Inc. decreased its holdings in Kratos Defense & Security Solutions, Inc. (NASDAQ:KTOS – Free Report) by 7.0% in the fourth quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The firm owned 73,…",2025-04-02T08:38:58Z,https://www.etfdailynews.com/2025/04/02/corebridge-financial-inc-trims-position-in-kratos-defense-security-solutions-inc-nasdaqktos/,Negative,0.5117
JPMorgan,"Corebridge Financial Inc. Sells 6,428 Shares of Bloom Energy Co. (NYSE:BE)","Corebridge Financial Inc. trimmed its holdings in shares of Bloom Energy Co. (NYSE:BE – Free Report) by 6.0% in the fourth quarter, according to the company in its most recent filing with the SEC. The institutional investor owned 99,931 shares of the company’…",2025-04-02T08:38:58Z,https://www.etfdailynews.com/2025/04/02/corebridge-financial-inc-sells-6428-shares-of-bloom-energy-co-nysebe/,Neutral,0.788
JPMorgan,Circle files for $5 billion IPO,"Circle, the issuer of the world's second-largest stablecoin, USDC, has officially filed for an IPO.",2025-04-02T08:35:56Z,https://www.finextra.com/newsarticle/45757/circle-files-for-5-billion-ipo,Neutral,0.7173
JPMorgan,"Los inversores, a la expectativa de los nuevos aranceles de Donald Trump","Donald Trump tenía previsto imponer nuevos aranceles a las importaciones estadounidenses &quot;con carácter inmediato&quot; el miércoles, según informó la Casa Blanca. La...",2025-04-02T08:32:45Z,https://www.expansion.com/economia/financial-times/2025/04/02/67ecf59be5fdeaed768b45bb.html,Neutral,0.8207
JPMorgan,"Visa пропонує $100 млн, щоб стати новим партнером Apple Card замість Mastercard","Visa пропонує Apple $100 мільйонів, щоб перейняти партнерство з Apple Card у Mastercard — хто ще зацікавлений у цій угоді - AIN",2025-04-02T08:30:07Z,https://ain.ua/2025/04/02/visa-proponuje-100-mln-shhob-zaminiti-mastercard-u-partnerstvi-z-apple/,Neutral,0.8518
JPMorgan,"Charles River Laboratories International, Inc. (NYSE:CRL) Shares Sold by Corebridge Financial Inc.","Corebridge Financial Inc. lowered its position in Charles River Laboratories International, Inc. (NYSE:CRL – Free Report) by 5.5% during the fourth quarter, according to its most recent disclosure with the Securities and Exchange Commission. The fund owned 12…",2025-04-02T08:27:11Z,https://www.etfdailynews.com/2025/04/02/charles-river-laboratories-international-inc-nysecrl-shares-sold-by-corebridge-financial-inc/,Neutral,0.6054
JPMorgan,"Upstart Holdings, Inc. (NASDAQ:UPST) Holdings Lowered by Corebridge Financial Inc.","Corebridge Financial Inc. cut its stake in Upstart Holdings, Inc. (NASDAQ:UPST – Free Report) by 5.2% in the 4th quarter, HoldingsChannel reports. The fund owned 39,041 shares of the company’s stock after selling 2,146 shares during the period. Corebridge Fin…",2025-04-02T08:27:11Z,https://www.etfdailynews.com/2025/04/02/upstart-holdings-inc-nasdaqupst-holdings-lowered-by-corebridge-financial-inc/,Neutral,0.8266
JPMorgan,Corebridge Financial Inc. Decreases Stock Holdings in Molson Coors Beverage (NYSE:TAP),"Corebridge Financial Inc. cut its stake in Molson Coors Beverage (NYSE:TAP – Free Report) by 5.2% in the fourth quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. The institutional investor owned 41,33…",2025-04-02T08:27:11Z,https://www.etfdailynews.com/2025/04/02/corebridge-financial-inc-decreases-stock-holdings-in-molson-coors-beverage-nysetap/,Neutral,0.7696
JPMorgan,"Vanguard Group Inc. Cuts Holdings in Academy Sports and Outdoors, Inc. (NASDAQ:ASO)","Vanguard Group Inc. cut its holdings in Academy Sports and Outdoors, Inc. (NASDAQ:ASO – Free Report) by 4.3% during the fourth quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The institut…",2025-04-02T08:26:56Z,https://www.etfdailynews.com/2025/04/02/vanguard-group-inc-cuts-holdings-in-academy-sports-and-outdoors-inc-nasdaqaso/,Neutral,0.5974
JPMorgan,"Vanguard Group Inc. Purchases 82,261 Shares of Primoris Services Co. (NASDAQ:PRIM)","Vanguard Group Inc. boosted its position in shares of Primoris Services Co. (NASDAQ:PRIM – Free Report) by 1.3% in the fourth quarter, HoldingsChannel reports. The institutional investor owned 6,244,920 shares of the construction company’s stock after acquiri…",2025-04-02T08:26:53Z,https://www.etfdailynews.com/2025/04/02/vanguard-group-inc-purchases-82261-shares-of-primoris-services-co-nasdaqprim/,Positive,0.5929
JPMorgan,"The Interpublic Group of Companies, Inc. (NYSE:IPG) Stake Decreased by Corebridge Financial Inc.","Corebridge Financial Inc. lessened its stake in The Interpublic Group of Companies, Inc. (NYSE:IPG – Free Report) by 5.4% in the fourth quarter, according to its most recent filing with the Securities & Exchange Commission. The institutional investor owned 88…",2025-04-02T08:26:53Z,https://www.etfdailynews.com/2025/04/02/the-interpublic-group-of-companies-inc-nyseipg-stake-decreased-by-corebridge-financial-inc/,Neutral,0.8232
JPMorgan,"First Financial Bankshares, Inc. (NASDAQ:FFIN) Shares Acquired by Vanguard Group Inc.","Vanguard Group Inc. increased its holdings in shares of First Financial Bankshares, Inc. (NASDAQ:FFIN – Free Report) by 0.8% in the fourth quarter, according to the company in its most recent filing with the SEC. The institutional investor owned 14,095,584 sh…",2025-04-02T08:24:57Z,https://www.etfdailynews.com/2025/04/02/first-financial-bankshares-inc-nasdaqffin-shares-acquired-by-vanguard-group-inc/,Neutral,0.602
JPMorgan,Vanguard Group Inc. Has $464.89 Million Stock Holdings in Silgan Holdings Inc. (NYSE:SLGN),"Vanguard Group Inc. boosted its holdings in shares of Silgan Holdings Inc. (NYSE:SLGN – Free Report) by 5.4% during the 4th quarter, according to its most recent disclosure with the Securities and Exchange Commission. The firm owned 8,931,526 shares of the in…",2025-04-02T08:24:57Z,https://www.etfdailynews.com/2025/04/02/vanguard-group-inc-has-464-89-million-stock-holdings-in-silgan-holdings-inc-nyseslgn/,Positive,0.622
JPMorgan,Valvoline Inc. (NYSE:VVV) Stake Raised by Vanguard Group Inc.,"Vanguard Group Inc. grew its holdings in shares of Valvoline Inc. (NYSE:VVV – Free Report) by 0.8% in the 4th quarter, HoldingsChannel.com reports. The firm owned 12,893,648 shares of the basic materials company’s stock after purchasing an additional 101,834 …",2025-04-02T08:24:56Z,https://www.etfdailynews.com/2025/04/02/valvoline-inc-nysevvv-stake-raised-by-vanguard-group-inc/,Neutral,0.5993
JPMorgan,LPL Financial LLC Has $14.05 Million Position in JPMorgan US Momentum Factor ETF (NYSEARCA:JMOM),"LPL Financial LLC lifted its position in shares of JPMorgan US Momentum Factor ETF (NYSEARCA:JMOM – Free Report) by 10.3% during the 4th quarter, according to its most recent filing with the Securities and Exchange Commission (SEC). The fund owned 241,063 sha…",2025-04-02T08:24:55Z,https://www.etfdailynews.com/2025/04/02/lpl-financial-llc-has-14-05-million-position-in-jpmorgan-us-momentum-factor-etf-nysearcajmom/,Positive,0.6454
JPMorgan,"Vanguard Group Inc. Buys 1,974,823 Shares of Newell Brands Inc. (NASDAQ:NWL)","Vanguard Group Inc. grew its stake in Newell Brands Inc. (NASDAQ:NWL – Free Report) by 4.4% in the 4th quarter, according to its most recent filing with the Securities and Exchange Commission (SEC). The fund owned 46,892,882 shares of the company’s stock afte…",2025-04-02T08:24:54Z,https://www.etfdailynews.com/2025/04/02/vanguard-group-inc-buys-1974823-shares-of-newell-brands-inc-nasdaqnwl/,Neutral,0.5003
JPMorgan,"LPL Financial LLC Sells 366,017 Shares of ARK Genomic Revolution ETF (BATS:ARKG)","LPL Financial LLC lessened its stake in shares of ARK Genomic Revolution ETF (BATS:ARKG – Free Report) by 34.6% during the 4th quarter, according to its most recent filing with the Securities and Exchange Commission. The institutional investor owned 691,258 s…",2025-04-02T08:24:53Z,https://www.etfdailynews.com/2025/04/02/lpl-financial-llc-sells-366017-shares-of-ark-genomic-revolution-etf-batsarkg/,Neutral,0.7346
JPMorgan,Apple-Kreditkarte: Visa und Amex angeblich im direkten Wettstreit,"Das Bankhaus Goldman Sachs will das Apple-Card-Geschäft loswerden. Offenbar gibt es derzeit einen Millionen-Kampf, wer alternativ zum Zug kommt.",2025-04-02T08:20:00Z,https://www.heise.de/news/Apple-Kreditkarte-Visa-und-Amex-angeblich-im-direkten-Wettstreit-10336607.html,Neutral,0.7903
JPMorgan,"LPL Financial LLC Purchases 28,398 Shares of Houlihan Lokey, Inc. (NYSE:HLI)","LPL Financial LLC increased its position in Houlihan Lokey, Inc. (NYSE:HLI – Free Report) by 50.9% in the 4th quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission (SEC). The firm owned 84,159 shares of th…",2025-04-02T08:19:11Z,https://www.etfdailynews.com/2025/04/02/lpl-financial-llc-purchases-28398-shares-of-houlihan-lokey-inc-nysehli/,Positive,0.6936
JPMorgan,LPL Financial LLC Has $14.22 Million Holdings in Invesco Fundamental High Yield Corporate Bond ETF (NYSEARCA:PHB),"LPL Financial LLC boosted its position in Invesco Fundamental High Yield Corporate Bond ETF (NYSEARCA:PHB – Free Report) by 4.7% during the fourth quarter, according to the company in its most recent 13F filing with the SEC. The fund owned 786,369 shares of t…",2025-04-02T08:19:10Z,https://www.etfdailynews.com/2025/04/02/lpl-financial-llc-has-14-22-million-holdings-in-invesco-fundamental-high-yield-corporate-bond-etf-nysearcaphb/,Positive,0.7767
JPMorgan,"LPL Financial LLC Acquires 232,426 Shares of Fidelity Small-Mid Multifactor ETF (NYSEARCA:FSMD)","LPL Financial LLC raised its holdings in shares of Fidelity Small-Mid Multifactor ETF (NYSEARCA:FSMD – Free Report) by 188.9% in the 4th quarter, Holdings Channel reports. The firm owned 355,489 shares of the company’s stock after purchasing an additional 232…",2025-04-02T08:19:06Z,https://www.etfdailynews.com/2025/04/02/lpl-financial-llc-acquires-232426-shares-of-fidelity-small-mid-multifactor-etf-nysearcafsmd/,Neutral,0.5567
JPMorgan,LPL Financial LLC Has $17 Million Holdings in Fidelity High Yield Factor ETF (NYSEARCA:FDHY),"LPL Financial LLC increased its holdings in shares of Fidelity High Yield Factor ETF (NYSEARCA:FDHY – Free Report) by 9.6% during the fourth quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The…",2025-04-02T08:19:01Z,https://www.etfdailynews.com/2025/04/02/lpl-financial-llc-has-17-million-holdings-in-fidelity-high-yield-factor-etf-nysearcafdhy/,Positive,0.6227
JPMorgan,LPL Financial LLC Has $15.46 Million Position in CRH plc (NYSE:CRH),"LPL Financial LLC boosted its stake in CRH plc (NYSE:CRH – Free Report) by 63.5% in the fourth quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission. The firm owned 167,075 shares of the construction company’s stock…",2025-04-02T08:18:52Z,https://www.etfdailynews.com/2025/04/02/lpl-financial-llc-has-15-46-million-position-in-crh-plc-nysecrh/,Positive,0.7142
JPMorgan,LPL Financial LLC Boosts Stock Holdings in JPMorgan Diversified Return Emerging Markets Equity ETF (NYSEARCA:JPEM),"LPL Financial LLC increased its position in JPMorgan Diversified Return Emerging Markets Equity ETF (NYSEARCA:JPEM – Free Report) by 0.7% in the fourth quarter, Holdings Channel.com reports. The fund owned 292,524 shares of the company’s stock after purchasin…",2025-04-02T08:18:51Z,https://www.etfdailynews.com/2025/04/02/lpl-financial-llc-boosts-stock-holdings-in-jpmorgan-diversified-return-emerging-markets-equity-etf-nysearcajpem/,Positive,0.6188
JPMorgan,"LPL Financial LLC Grows Holdings in Rollins, Inc. (NYSE:ROL)","LPL Financial LLC raised its position in Rollins, Inc. (NYSE:ROL – Free Report) by 18.9% in the fourth quarter, according to the company in its most recent filing with the Securities and Exchange Commission (SEC). The fund owned 322,428 shares of the business…",2025-04-02T08:18:50Z,https://www.etfdailynews.com/2025/04/02/lpl-financial-llc-grows-holdings-in-rollins-inc-nyserol/,Positive,0.6346
